C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C12,C13,C15,C16,C20,C21,C22,C23,C24,C25,C27,C28,C29,C30,C33,C40,C46,C52,C54,C59,C68,C69,C80
4.489257173989367,0.0,16.94254501837372,0.8200607375702071,0.4154761904761901,0.5747958473992947,3.788017540212516,2.648676712176714,8.9954042,0.0,0.5760496632996633,4.351386113886087,0.0,2.4751334263202627,3.700236324786325,0.0,0.1698338698338698,2.2473140572390573,0.0,0.0,2.2100108229047626,8.0,0.2725018518518518,0.0,1.0,0.0,0.0,0.0,15.303282828282828,0.0,0.3518584563584563,0.3797449494949495,0.0
3.0,0.39436243386244973,23.45372077262907,19.0,0.4945238094761901,7.0,0.7999132628672356,0.17931557331557535,0.0,6.1500462962962965,0.0,0.9764670232544961,0.0,13.0,7.0,0.0,3.0,0.0,0.0,0.0,7.807867966095247,0.0,0.0,0.0,0.0,0.0,0.0,0.9809523809523809,0.0,0.0,1.0,0.0,2.0
4.971286779219708,0.0,24.0,0.0,1.0,25.85972407222407,0.0,0.0,0.24291145012395088,0.0,1.858316962666963,1.17572566738814,0.0,9.375103502347198,2.0,0.0,0.0,0.991015553,0.9888888888888889,3.892761396011396,3.27039543862272,0.0,0.9061904759999999,0.0,0.1121454091732712,0.03559606592111603,0.0,0.0,0.0,0.0,2.0,4.0,25.984579772079773
1.111135133081456,0.0,13.73903359541354,0.3866666666666666,0.38267857138095185,2.949859908881458,4.195092640917407,0.6799357633155747,1.092709735172236,9.716862373737374,0.0,0.4015636951011684,0.0,0.0,3.148103703703704,0.398560606060606,0.01805801605802025,3.755331669222223,0.0,0.0,0.699014967242249,8.038347717080594,0.0,0.0,0.0,0.0,0.0,5.28154761904762,0.0,0.0,1.0,4.957133333333333,2.8477692677692645
0.0,0.0,11.451954404591628,0.0274074074074074,0.446903276,5.712914862914863,0.0,1.282819153069153,4.194726968897766,0.2692372211122222,0.35359856162356224,1.0237018745143744,0.0,11.90638468013468,4.272745318570319,0.0,4.0,0.0,2.152274050768856,0.0,0.024047619047619,0.028571429,2.341527777777777,0.0,0.7190353988132605,0.6229155400155401,4.94,0.28154761904762027,0.0,0.30220959595959596,2.3412698412698414,4.894332702482703,1.75036324786325
17.0,0.9188862433862592,45.0,0.0,0.0,0.0,3.0,14.370330618460432,0.0,8.0,0.0,0.0,0.0,13.0,10.46614641240871,0.0,1.0,3.3427960363365905,0.0,0.7570034875868208,0.0,0.0,0.0,0.0,2.9120106272884887,0.8674732983422875,0.0,1.0,0.0,0.0,1.0,9.0,0.8939088689088663
0.0,0.0,19.32564394589088,0.0,1.1,0.0,2.715448704073704,0.0,3.0570757136382136,0.0,0.5820336792836793,1.766760101010101,0.0,9.366037044437075,5.896365811965811,0.0,0.0,0.048344382434936106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297302284752284,0.0,0.0,0.0,0.0,0.0,0.0,1.2094311429311482
3.534636927886928,0.0,27.0,0.21202686199999987,0.44276963533542324,7.688702501202467,0.0,0.4081481897780046,2.9487456067081075,5.874578546453546,0.4011398601398601,0.0,0.0,2.0,0.0,0.0,0.199708916083916,1.1608248556998555,0.0,2.0,0.0,0.8242568542568542,0.0,4.0,0.339361532,4.0,0.0,3.4815476190476202,0.0,0.0,0.0,3.7108742683242686,3.192977207977208
1.6616739155198177,0.0,8.52250836031357,7.853705738705739,0.0,8.133940596440562,1.5414388803153396,3.0,4.859001655751656,1.793297932271546,0.5986680876993377,1.459207350982349,0.0,1.114434583934584,3.4141190859405146,0.1796825396825397,2.034395481832982,0.0,0.0,2.412888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1619047619047619,0.0,0.3612373737373739,4.385688201,0.0,3.0950792910793528
4.998082485582659,0.0,26.0,6.0,0.0,11.926296296440562,4.779880688790266,0.9117927766677768,4.0,0.0,13.0,9.53049031339031,0.0,13.0,7.0,0.0,1.0,0.0,0.3516666666666667,0.7280740740740741,0.1389285714285714,0.251005661,0.0,6.0,0.0,0.6487457912457912,0.0,0.0,0.4589069957819958,0.005555556,0.0,0.5052797378547602,17.78384709734716
